id,sigungu,jibun,apt_name,exclusive_use_area,transaction_year_month,transaction_day,transaction_real_price,floor,year_of_completion,train_test,transaction_date,소비심리지수,아파트 매매 실거래 가격 지수,기준금리,GDP 성장률,apartment_id,recent_price,recent_jeonse,transaction_cnt,age,year,cluster_0.0,cluster_1.0,cluster_2.0,cluster_3.0,cluster_4.0,use_area,transaction_year
TRAIN_0541,서울특별시 강남구 대치동,316,은마,84.43,201401,14,88000.0,0.6931471805599453,1979,train,2014-01-14,112.6,66.6,1.252762968495368,0.9,46,94500.0,10.645448706505872,4.110873864173311,35,2014,0,0,1,0,0,84.43,2014
TRAIN_0540,서울특별시 강남구 대치동,316,은마,76.79,201401,14,81000.0,2.0794415416798357,1979,train,2014-01-14,112.6,66.6,1.252762968495368,0.9,46,80000.0,10.463131911491967,4.110873864173311,35,2014,0,0,1,0,0,76.79,2014
TRAIN_0082,서울특별시 강남구 대치동,891-26,대우아이빌멤버스(891-26),35.796,201401,14,25000.0,2.302585092994046,2003,train,2014-01-14,112.6,66.6,1.252762968495368,0.9,3,29300.0,9.687567846311238,1.6094379124341003,11,2014,1,0,0,0,0,35.796,2014
TRAIN_0267,서울특별시 강남구 대치동,974,대치현대,59.82,201401,14,55000.0,1.9459101490553132,1999,train,2014-01-14,112.6,66.6,1.252762968495368,0.9,16,55000.0,10.645448706505872,2.995732273553991,15,2014,0,1,0,0,0,59.82,2014
TRAIN_0708,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201401,15,135000.0,2.3978952727983707,1983,train,2014-01-15,112.6,66.6,1.252762968495368,0.9,60,178000.0,10.596659732783579,3.2188758248682006,31,2014,0,0,0,1,0,128.01,2014
TRAIN_0678,서울특별시 강남구 대치동,902,포스코더샵,139.54,201401,15,124500.0,2.302585092994046,2004,train,2014-01-15,112.6,66.6,1.252762968495368,0.9,50,124500.0,11.39640288460621,0.6931471805599453,10,2014,0,0,1,0,0,139.54,2014
TRAIN_0710,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201401,15,138000.0,1.9459101490553132,1983,train,2014-01-15,112.6,66.6,1.252762968495368,0.9,60,178000.0,10.596659732783579,3.2188758248682006,31,2014,0,0,0,1,0,128.01,2014
TRAIN_0709,서울특별시 강남구 대치동,511,한보미도맨션1,191.07,201401,15,220000.0,2.302585092994046,1983,train,2014-01-15,112.6,66.6,1.252762968495368,0.9,60,205000.0,11.632937126505194,3.2188758248682006,31,2014,0,0,0,1,0,191.07,2014
TRAIN_0180,서울특별시 강남구 대치동,888,대치아이파크,84.95,201401,15,105000.0,2.995732273553991,2008,train,2014-01-15,112.6,66.6,1.252762968495368,0.9,10,88000.0,10.819798284210286,3.2188758248682006,6,2014,0,0,1,0,0,84.95,2014
TRAIN_0114,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201401,16,64700.0,1.791759469228055,2000,train,2014-01-16,112.6,66.6,1.252762968495368,0.9,9,55000.0,10.31728452076383,2.995732273553991,14,2014,0,1,0,0,0,59.88,2014
TRAIN_0087,서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),33.06,201401,16,24500.0,2.1972245773362196,2004,train,2014-01-16,112.6,66.6,1.252762968495368,0.9,4,25000.0,9.528866827722945,1.6094379124341003,10,2014,1,0,0,0,0,33.06,2014
TRAIN_0512,서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201401,17,120500.0,2.5649493574615367,1983,train,2014-01-17,112.6,66.6,1.252762968495368,0.9,42,138000.0,11.034905792929415,1.6094379124341003,31,2014,0,0,1,0,0,128.03,2014
TRAIN_0746,서울특별시 강남구 대치동,511,한보미도맨션2,126.33,201401,17,135000.0,1.3862943611198906,1985,train,2014-01-17,112.6,66.6,1.252762968495368,0.9,61,138000.0,11.237185138527495,2.6390573296152584,29,2014,0,0,0,1,0,126.33,2014
TRAIN_0542,서울특별시 강남구 대치동,316,은마,76.79,201401,17,75500.0,1.791759469228055,1979,train,2014-01-17,112.6,66.6,1.252762968495368,0.9,46,81000.0,10.34177474101152,4.110873864173311,35,2014,0,0,1,0,0,76.79,2014
TRAIN_0115,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201401,18,61000.0,2.8903717578961645,2000,train,2014-01-18,112.6,66.6,1.252762968495368,0.9,9,64700.0,10.479707581066782,2.995732273553991,14,2014,0,1,0,0,0,59.88,2014
TRAIN_0690,서울특별시 강남구 대치동,1007-2,풍림아이원4차(1007-2),111.54,201401,18,77000.0,1.0986122886681098,2004,train,2014-01-18,112.6,66.6,1.252762968495368,0.9,56,147000.0,11.30036323351256,0.6931471805599453,10,2014,0,1,0,0,0,111.54,2014
TRAIN_0712,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201401,18,100400.0,2.302585092994046,1983,train,2014-01-18,112.6,66.6,1.252762968495368,0.9,60,105000.0,10.896757843893464,3.2188758248682006,31,2014,0,0,0,1,0,84.48,2014
TRAIN_0322,서울특별시 강남구 대치동,670,동부센트레빌,145.83,201401,18,180000.0,3.1780538303479458,2005,train,2014-01-18,112.6,66.6,1.252762968495368,0.9,20,180000.0,11.775297421715827,3.258096538021482,9,2014,0,0,0,1,0,145.83,2014
TRAIN_0711,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201401,18,120000.0,0.6931471805599453,1983,train,2014-01-18,112.6,66.6,1.252762968495368,0.9,60,138000.0,10.596659732783579,3.2188758248682006,31,2014,0,0,0,1,0,128.01,2014
TRAIN_0002,서울특별시 강남구 대치동,503,개포우성1,127.61,201401,19,150000.0,1.791759469228055,1983,train,2014-01-19,112.6,66.6,1.252762968495368,0.9,0,157500.0,11.373674891823535,2.9444389791664403,31,2014,0,0,0,1,0,127.61,2014
TRAIN_0323,서울특별시 강남구 대치동,670,동부센트레빌,145.83,201401,19,181000.0,2.4849066497880004,2005,train,2014-01-19,112.6,66.6,1.252762968495368,0.9,20,180000.0,11.775297421715827,3.258096538021482,9,2014,0,0,0,1,0,145.83,2014
TRAIN_0543,서울특별시 강남구 대치동,316,은마,76.79,201401,20,79000.0,1.3862943611198906,1979,train,2014-01-20,112.6,66.6,1.252762968495368,0.9,46,75500.0,10.463131911491967,4.110873864173311,35,2014,0,0,1,0,0,76.79,2014
TRAIN_0544,서울특별시 강남구 대치동,316,은마,76.79,201401,20,81000.0,1.6094379124341003,1979,train,2014-01-20,112.6,66.6,1.252762968495368,0.9,46,75500.0,10.463131911491967,4.110873864173311,35,2014,0,0,1,0,0,76.79,2014
TRAIN_0433,서울특별시 강남구 대치동,506,선경1차(1동-7동),84.35,201401,20,110000.0,2.5649493574615367,1983,train,2014-01-20,112.6,66.6,1.252762968495368,0.9,32,114000.0,11.046132675457146,2.70805020110221,31,2014,0,0,0,1,0,84.35,2014
TRAIN_0545,서울특별시 강남구 대치동,316,은마,76.79,201401,21,80000.0,2.6390573296152584,1979,train,2014-01-21,112.6,66.6,1.252762968495368,0.9,46,81000.0,10.463131911491967,4.110873864173311,35,2014,0,0,1,0,0,76.79,2014
TRAIN_0454,서울특별시 강남구 대치동,506,선경2차(8동-12동),84.55,201401,21,96000.0,0.6931471805599453,1985,train,2014-01-21,112.6,66.6,1.252762968495368,0.9,33,110000.0,11.010415172807951,1.6094379124341003,29,2014,0,0,0,1,0,84.55,2014
TRAIN_0324,서울특별시 강남구 대치동,670,동부센트레빌,145.83,201401,21,189500.0,3.2188758248682006,2005,train,2014-01-21,112.6,66.6,1.252762968495368,0.9,20,181000.0,11.775297421715827,3.258096538021482,9,2014,0,0,0,1,0,145.83,2014
TRAIN_0268,서울특별시 강남구 대치동,974,대치현대,85.0,201401,21,80000.0,3.2188758248682006,1999,train,2014-01-21,112.6,66.6,1.252762968495368,0.9,16,110000.0,10.985309671896763,2.995732273553991,15,2014,0,1,0,0,0,85.0,2014
TRAIN_0455,서울특별시 강남구 대치동,506,선경2차(8동-12동),127.75,201401,22,155000.0,1.9459101490553132,1985,train,2014-01-22,112.6,66.6,1.252762968495368,0.9,33,150000.0,11.320565693461432,1.6094379124341003,29,2014,0,0,0,1,0,127.75,2014
TRAIN_0546,서울특별시 강남구 대치동,316,은마,76.79,201401,22,80500.0,1.0986122886681098,1979,train,2014-01-22,112.6,66.6,1.252762968495368,0.9,46,80000.0,10.505094936455558,4.110873864173311,35,2014,0,0,1,0,0,76.79,2014
TRAIN_0547,서울특별시 강남구 대치동,316,은마,76.79,201401,22,79000.0,1.6094379124341003,1979,train,2014-01-22,112.6,66.6,1.252762968495368,0.9,46,80000.0,10.505094936455558,4.110873864173311,35,2014,0,0,1,0,0,76.79,2014
TRAIN_0548,서울특별시 강남구 대치동,316,은마,76.79,201401,22,82000.0,1.6094379124341003,1979,train,2014-01-22,112.6,66.6,1.252762968495368,0.9,46,80000.0,10.505094936455558,4.110873864173311,35,2014,0,0,1,0,0,76.79,2014
TRAIN_0403,서울특별시 강남구 대치동,1025,롯데캐슬리베,121.0894,201401,22,119000.0,2.1972245773362196,2008,train,2014-01-22,112.6,66.6,1.252762968495368,0.9,25,132500.0,11.429554725537322,1.791759469228055,6,2014,0,0,1,0,0,121.0894,2014
TRAIN_0181,서울특별시 강남구 대치동,888,대치아이파크,59.96,201401,22,75500.0,1.0986122886681098,2008,train,2014-01-22,112.6,66.6,1.252762968495368,0.9,10,81000.0,10.704389879336146,3.2188758248682006,6,2014,0,0,1,0,0,59.96,2014
TRAIN_0549,서울특별시 강남구 대치동,316,은마,76.79,201401,23,81500.0,2.5649493574615367,1979,train,2014-01-23,112.6,66.6,1.252762968495368,0.9,46,82000.0,10.404293143019792,4.110873864173311,35,2014,0,0,1,0,0,76.79,2014
TRAIN_0182,서울특별시 강남구 대치동,888,대치아이파크,59.96,201401,23,82000.0,2.4849066497880004,2008,train,2014-01-23,112.6,66.6,1.252762968495368,0.9,10,75500.0,10.634075016069918,3.2188758248682006,6,2014,0,0,1,0,0,59.96,2014
TRAIN_0116,서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201401,23,89500.0,2.3978952727983707,2000,train,2014-01-23,112.6,66.6,1.252762968495368,0.9,9,80000.0,11.141876276228,2.995732273553991,14,2014,0,1,0,0,0,84.58,2014
TRAIN_0325,서울특별시 강남구 대치동,670,동부센트레빌,145.83,201401,24,185000.0,3.258096538021482,2005,train,2014-01-24,112.6,66.6,1.252762968495368,0.9,20,189500.0,11.775297421715827,3.258096538021482,9,2014,0,0,0,1,0,145.83,2014
TRAIN_0550,서울특별시 강남구 대치동,316,은마,76.79,201401,24,80000.0,1.3862943611198906,1979,train,2014-01-24,112.6,66.6,1.252762968495368,0.9,46,81500.0,10.491301994830229,4.110873864173311,35,2014,0,0,1,0,0,76.79,2014
TRAIN_0183,서울특별시 강남구 대치동,888,대치아이파크,84.95,201401,24,107500.0,3.1354942159291497,2008,train,2014-01-24,112.6,66.6,1.252762968495368,0.9,10,105000.0,10.819798284210286,3.2188758248682006,6,2014,0,0,1,0,0,84.95,2014
TRAIN_0047,서울특별시 강남구 대치동,500,개포우성2,127.78,201401,24,187000.0,2.70805020110221,1984,train,2014-01-24,112.6,66.6,1.252762968495368,0.9,1,178000.0,11.289794413577894,1.9459101490553132,30,2014,0,0,0,1,0,127.78,2014
TRAIN_0117,서울특별시 강남구 대치동,1014-3,대치삼성,109.04,201401,24,89000.0,0.6931471805599453,2000,train,2014-01-24,112.6,66.6,1.252762968495368,0.9,9,95000.0,11.407576060361786,2.995732273553991,14,2014,0,1,0,0,0,109.04,2014
TRAIN_0184,서울특별시 강남구 대치동,888,대치아이파크,84.95,201401,25,107000.0,1.791759469228055,2008,train,2014-01-25,112.6,66.6,1.252762968495368,0.9,10,107500.0,10.819798284210286,3.2188758248682006,6,2014,0,0,1,0,0,84.95,2014
TRAIN_0185,서울특별시 강남구 대치동,888,대치아이파크,59.96,201401,25,76800.0,2.3978952727983707,2008,train,2014-01-25,112.6,66.6,1.252762968495368,0.9,10,82000.0,10.716659698193956,3.2188758248682006,6,2014,0,0,1,0,0,59.96,2014
TRAIN_0551,서울특별시 강남구 대치동,316,은마,76.79,201401,26,85000.0,2.5649493574615367,1979,train,2014-01-26,112.6,66.6,1.252762968495368,0.9,46,80000.0,10.491301994830229,4.110873864173311,35,2014,0,0,1,0,0,76.79,2014
TRAIN_0083,서울특별시 강남구 대치동,891-26,대우아이빌멤버스(891-26),35.236,201401,27,24000.0,2.0794415416798357,2003,train,2014-01-27,112.6,66.6,1.252762968495368,0.9,3,25000.0,9.528866827722945,1.6094379124341003,11,2014,1,0,0,0,0,35.236,2014
TRAIN_0479,서울특별시 강남구 대치동,890-54,선릉역풍림아이원레몬,69.81,201401,27,40500.0,1.9459101490553132,2006,train,2014-01-27,112.6,66.6,1.252762968495368,0.9,36,40500.0,10.01126514470956,0.6931471805599453,8,2014,1,0,0,0,0,69.81,2014
TRAIN_0244,서울특별시 강남구 대치동,63,"대치우성아파트1동,2동,3동,5동,6동,7동",84.69,201401,27,85000.0,1.791759469228055,1984,train,2014-01-27,112.6,66.6,1.252762968495368,0.9,11,107000.0,10.778977123006351,2.0794415416798357,30,2014,0,0,1,0,0,84.69,2014
TRAIN_0048,서울특별시 강남구 대치동,500,개포우성2,127.78,201401,27,155000.0,2.1972245773362196,1984,train,2014-01-27,112.6,66.6,1.252762968495368,0.9,1,187000.0,11.289794413577894,1.9459101490553132,30,2014,0,0,0,1,0,127.78,2014
TRAIN_0326,서울특별시 강남구 대치동,670,동부센트레빌,121.74,201401,28,173000.0,3.1354942159291497,2005,train,2014-01-28,112.6,66.6,1.252762968495368,0.9,20,119000.0,11.51293546492023,3.258096538021482,9,2014,0,0,0,1,0,121.74,2014
TRAIN_0269,서울특별시 강남구 대치동,974,대치현대,59.82,201402,4,54000.0,2.6390573296152584,1999,train,2014-02-04,128.8,66.8,1.252762968495368,0.9,16,55000.0,10.645448706505872,2.995732273553991,15,2014,0,1,0,0,0,59.82,2014
TRAIN_0269,서울특별시 강남구 대치동,974,대치현대,59.82,201402,4,54000.0,2.6390573296152584,1999,train,2014-02-04,129.5,66.8,1.252762968495368,0.9,16,55000.0,10.645448706505872,2.995732273553991,15,2014,0,1,0,0,0,59.82,2014
TRAIN_0118,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201402,4,102700.0,2.6390573296152584,2000,train,2014-02-04,129.5,66.8,1.252762968495368,0.9,9,102500.0,11.205054290550551,2.995732273553991,14,2014,0,1,0,0,0,97.35,2014
TRAIN_0118,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201402,4,102700.0,2.6390573296152584,2000,train,2014-02-04,128.8,66.8,1.252762968495368,0.9,9,102500.0,11.205054290550551,2.995732273553991,14,2014,0,1,0,0,0,97.35,2014
TRAIN_0434,서울특별시 강남구 대치동,506,선경1차(1동-7동),84.35,201402,4,109500.0,2.3978952727983707,1983,train,2014-02-04,128.8,66.8,1.252762968495368,0.9,32,110000.0,11.010415172807951,2.70805020110221,31,2014,0,0,0,1,0,84.35,2014
